Title,KSCdirect Part #,Price,UPC
"72987 150 watt LED Eclipse Series -,500 lumen 50k 120-277V",TOP HBC/150W/50K/BL,$172.24,751338039421
3/4 X 1/2 IN RDC WSHR,APP RW7550,$0.35,781381663854
1 X 3/4 IN RDC WSHR,APP RW10075,$0.61,781381663953
18-2 THERMOSTAT CABLE (500 FT/ROLL) 553020507-Brown,CABLE THERM 18-2,$0.16,029892353803
Wire FEP 200 Deg 14 gauge 600v Black 500' reel,CAB C3146AKK08,$0.62,029892390174
4 IN SQ BOX EXT RING,EGS 4SE12,$5.79,687855751150
4 IN SQ CVR 2 TOGGLES,EGS 8367,$4.04,687855774852
CH2100 100A CIRCUIT BREAKER NEW #96-2587-18,CH CH2100,$107.87,782113102375
Electronic Photo Control - Side Lens - Stem & Swivel Mount,INT EK4236S,$25.54,78275146303
UNIV 2-F032 BALLAST MULTI-V,UNV B232IUNVHP-NOOOI,,
"NEER C-2000 ROMEX CONNECTOR - 2""",EGS C-2000,$7.39,687855120000
COPPER THHN 8 STRANDED - GREEN *   118101005440  (500),THHN COP 8 STR GRN,$0.67,739373763846
WH WP 3G STD SIZE DEC W/SCR,LEV 80411-NW,$1.12,078477488683
2 PVCE EXPANSION CPLG 2-PC 078333 (Topaz 1076 25/pk),COUP EXP PVCE 2 2-PC,$32.36,622454783331
LC DOOR CVR 42SP,LEV LDC42,$64.47,078477821862
COPPER 14/3 TYPE 'SJ' CORD 55808601,CORD COP SJO 14/3,$0.95,032886081033
10(104/30)MTW BLK 500'ROHS,CAB 411050508,$0.40,029892258351
"NEER ECO-105 ENTRANCE CAP - 2""",EGS ECO-105,$28.45,687855251056
"TYPE CHF BREAKER, 50A / 2P 120/240V 10KAIC",CH CHF250,$33.17,786685532172
IV WP 1G DUP OUTLET W/CAP SCR,LEV 80703-I,$0.34,078477088852
ROMAX CABLE SUPPORT 4 WIRE,ARL CS14,$0.49,018997338273
"W/P BOX 3/4"" 3-HUBS GREY 1 GANG",BWF B-75V,$3.23,087115180315
"Thermoplastic LED exit/unit combo, red/green switchable,Round",LIT ECRG RD M6,$60.21,00194994900412
"PIPE ALUMINUM 4"" X 2'",SOU SAP4,$6.12,SAP4
"12-10 AWG Vinyl Insulated Ring #10 Stud, 50 Per Pack",NSI R12-10V,$0.25,662381060150
"90 ALUMINUM 4""",SOU SAE4,$5.19,SAE4
"WP LOW PRO, XD, SG, BRONZE",INT WP7000BR,$12.16,078275149892
4 IN OCT BOX 1-1/2 DEEP,EGS 561L,$4.93,687855765201
"GENERAL ELECTRIC Two Pole, 100A Breaker",GE THQL21100,$60.33,BREAKE00135
GFCI COVER HORIZ -GREY,BWF FG-1DCV,$4.72,087115250063
14 MTW WHT 500'R ROHS,CAB 411030501,$0.19,029892254667
EASYHEAT 10803 FREEZE FREE CONNECTION KIT,EAS 10803,$18.64,013627108035
12 oz HVAC Expanding Foam,BRA 20417,$6.56,
1/2 X 7 HEX HEAD DRILL SCREW 100/BOX,MET JQK1,$3.84,63972080314
DUPLEX COVER 1G GREY HORIZONTAL,BWF FC-81V,$2.71,087115230157
CEILING BOX 1 1/2 DEEP,ARL FBS415,$9.72,018997752048
"NEER 1801 HW 1-HOLE STRAP - 1/2""",EGS 1801,$0.23,687855218011
"3M™ Temflex™ Vinyl Electrical Tape 165, Green, 3/4 in x 60 ft (19 mm x",3M 165 GRN,$2.12,00076308925710
"NCNR  Female Disc, right angle, nylon insulated, 16 – 14 AWG, .250 x .032",BIS DNFR14-250B-M,$0.77,
2 PVC CONDUIT 45 ELL- 078557 ( Topaz 1056 10/pk),45 PVCE 2,$4.83,622454785571
CHT2020 TWIN BREAKER 120V,CH CHT2020,$78.98,782113631547
2 X 12 HEX HEAD DRILL SCREW 100/BOX JDS174,MET JDS174,$15.58,63972080307
"UNIVERSAL 6"" LED RETROFIT",ELI RL628-950L-DIMTR-120-30K-90-W-WH,$28.33,848070030424
WH WP 2G BLANK STD SIZE BOX MNT NYLON,LEV 80725-W,$2.53,078477494547
TYPE CHF BREAKER 20A / 2P 120/240V 10 KAIC,CH CHF220,$33.29,786685361888
1 PVC CONDUIT 2-HOLE STRAP 078377 (Topaz 1063),STRAP PVCE 1,$0.56,622454783775
"NEER AC-95 ANGLE CONNECTOR - 1/2""",EGS AC-95,$1.43,687855100958
COPPER THHN 3 STRANDED - BLK *  1000'  118101501450,THHN COP 3 STR BLK,$1.98,739373763075
"NEER NMM-21 LIQUID TIGHT STR CONN - 3/4""",EGS NMM-21,$6.42,687855211210
Fuseholder Dinrail End Plate 13mm,EP-CA-FL-4U,$0.84,
GFCI COVER VERT GREY,BWF FGV-1DCV,$4.72,087115250124
Topaz 73574 40W Bronze D2D Area Light 5000K,TOP ARL-BL-40W-50K-BZ,$141.85,751338040137
"3M™ Temflex™ Vinyl Electrical Tape 165, Red, 3/4 in x 60 ft (19 mm x 1",3M 165 RED,$2.12,00076308925758
4-11/16 IN SQ CVR FLAT BLANK,EGS 8487,$2.56,687855777600
WIDE RANGE TAP CONNECTOR (AL/CU) ***** SEE CONNECTORS CATALOG FOR WIRE CHAR,NSI WRD159,$2.04,662381002785
2 PVC CONDUIT 2-HOLE STRAP 078380 (Topaz 1066),STRAP PVCE 2,$0.92,622454783805
"NEER TH-1801 HW 2-HOLE STRAP - 1/2""",EGS TH-1801,$0.16,687855318018
"SHEET INSULATION,1/2""x36""x48""",INSUL SHEET 1/2X36X48,$28.13,
4 WAY SWITCHPKD.,LEV 54504-2W,$13.26,078477124710
Contained ChillerSemi - Self -  Package - 3 Solenoid,CHLLR3SLND,,
COPPER #4 BARE SOLID SOFT DRAWN    170101400125  (200),WIRE COP #4 BARE SOL S/D,$1.40,739373965875
COPPER ROMAX 6/3WG (125' COIL)    101311200020,ROMAX COP 6/3WG,$4.16,739373023117
1/2 CARFLEX NON-METAL FLEX CONDUIT - 100' COIL,ELE NM11,$0.91,782673810116
EASYHEAT 2302 FREEZE FREE CABLE - CUT LENGTH,EAS 2302 CUT,$2.40,013627068964
4 IN SQ CVR DPLX RCPT NEC/TGGL,EGS 8375N,$4.74,687855703036
Semi - Self - Contained Chiller Package - 2 Solenoid,CHLLR2SLND,,
"SQUARE D HOMELINE Two Pole, 30A Breaker",SQU HOM230,$25.90,BREAKEZZ007
WESTINGHOUSE BR2100 CIRCUIT BREAKER,CH BR2100,$87.40,786676363259
CEILING BOX COVER,ARL CP3540,$2.49,018997540904
RED ANCHOR KIT 1/4,MET WAKJ14H,$15.13,639720205800
"Relay,SSR,MCA-R-120VAC,1C0 -- ZPRCU 1/125V AC/DC",CON 15522.2,$17.68,44211118617
"WINGED YELLOW EAST TWIST,18-10 AWG - BAG OF 500",NSI WWC-Y-B,$0.06,662381141026
HEYCO Nylon Cable Clamp 1/2,BIS 3358,$0.04,
"SQUARE D Two Pole, 50A Breaker",SQU QO250,$35.91,BREAKE00065
Topaz 72984 40/60/80W Power & CCT Selectable Wallpack,TOP WP/80W/PCTS/BZ/PC,$172.24,751338039377
2 PVC SERVICE ENTRANCE CAP 078307 (Topaz 1116),WEATHERHEAD PVCE 2,$25.70,622454783072
COPPER ROMAX 8/3WG (125' COIL)   101311000020,ROMAX COP 8/3WG,$2.85,739373021113
SW14/3 6' SJTW PWR SPLY,CAB 9716SW8808,$12.91,029892097165
WH ST NON TR GFCI 20A125V,LEV GFNT2-W,$18.12,078477712764
WH JACK 8P8C KEYSTONE,LEV 41108-RW5,$5.23,078477826522
AC Sensor: 110 - 600 Volts AC,BRA 14951,$28.11,
1-1/4 EMT CONDUIT    (2000),COND EMT 1-1/4,$3.64,091111020049
"NEER TH-1804 HW 2-HOLE STRAP - 1-1/4""",EGS TH-1804,$0.46,687855318049
WH SW STD TGL SP 20A120/277VAC,LEV CS120-2W,$2.49,078477815748
16(26/30)MTW OR 500'R ROHS,CAB 411020503,$0.12,029892252748
MCCONNECTOR SNAP2IT DUPLEX SNAP IN,ARL 3838AST,$3.12,018997362308
15A 1-POLE TM AFCI BRKR,LEV LB115-AFT,$66.86,078477644805
2 GANG TV BOX WHITE,ARL TVBU505,$19.88,018997096807
"1"" ST LT CON PLASTIC 5/50",TOP P473,$3.51,751338216006
8 X 8 X 4 PVC JUNCTION BOX KRALOY-278306 (Topaz 1227),BOX PVCE 8X8X4,$52.23,622454418936
Wire FEP 200 Deg 14ga 600v Red  500' reel,CAB C3146AKK04,$0.65,029892402341
"Fitting Cover, 90 Elbow, 3 In Max., White",90 PVC COVER #7 W/INSERT,$2.64,
"3/4""LT 90 PLASTIC 10/100",TOP P492,$4.12,751338216709
3/16 X 1 FENDER WASHER (100/PACK) F-20-4,MET JW112,$8.06,63972080534
WH DECORA BLANK ADAPTER PLASTIC,LEV 80414-2W,$1.93,078477993989
COPPER THHN 12 SOLID - RED    105100803060,THHN COP 12 SOL RED,$0.22,50739373079324
3/4 CARFLEX NON-METAL FLEX CONDUIT - 100' COIL,ELE NM12,$1.25,782673810222
"Angle plug, 30A-250V,50A-250V",LEV 931-E,$33.20,078477644928
3/4 X 50FT GALVANIZED HANGER STRAP 6506,HANG STR GALV 3/4X50,$8.27,612542065067
"Cord Grip, alum, 1/2"" NPT, cable range .562 - .625, Form Size 2",REM RSR-110,$5.28,785411111100
3/4 PVC 'FSE' 077602 W/BRASS INSERT & LUG,FSE PVCE 3/4,$11.88,622454782303
10/4 30A DRYER CORD 6FT - 9156SW8808,CAB 091568808,$25.60,029892091569
3/4 PVC CONDUIT FEM ADPT 078071,FIP PVCE 3/4,$0.48,622454780712
15A 1-POLE TM BRKR,LEV LB115-T,$9.93,078477644614
"NEER TC-501 EMT SETSCREW CONN - 1/2""",EGS TC-501,$0.48,687855105014
WH WP 2G 1DUP 1DECO NYLON,LEV 80746-W,$2.74,078477980095
COPPER ROMAX 10/3WG (250' COIL)   101310900030,ROMAX COP 10/3WG,$1.48,739373019059
"(Cut Lengths) 100' (30M), 12VDC, 1.5W/ft, 140 lumens/ft, 3500K",GML LTR-P-12V-1.5W-35K-100,$5.05,849951013444
"SILVERFLEX 3/8"" BLACK",BIS 66037500F1AP,$0.62,
"LED A21, 23W, Dimmable, 80CRI, 2550 Lumen, 5000K, 15000 life",SYL LED23/A21/DIM/O/850/URP,$25.49,046135797354
CADDY 2 STRUT CLAMP EMT/RIGID,CAD SK325I,$3.81,782856253419
GB 10-089 Blue Wing-type Twist-on Wire Connector (50/BOX),GB 10-089,$13.98,032076100896
Semi - Self - Contained Chiller Package - 3 Solenoid Large Plate,CHLLR3SLND-X,,
RDC BUSH STL 1 TO 3/4 IN NPT,APP RB10075,$2.11,781381654500
"Cable Tie, 8"" (75 Lb) , Pack: 100/EA",GB 46-308,$5.45,032076463083
"3M(TM) VHB(TM) Tape 4929 Black, 3/4 in x 72 yd 25 mil, 12 per case",3M VHB4929075,$334.16,00021200674921
COPPER THHN 10 STRANDED - BLK    106100901450  (500),THHN COP 10 STR BLK,$0.36,739373723710
1 IN LFMC CONN,APP ST100,$9.93,781381679404
Unada Penta FanPack 172mm,UNADA FP172A_A0,,
3/4 RIGID STEEL COUP - Topaz 52,COUP STEEL RIG 3/4,$2.73,751338101401
"CADDY CD2-B CONDUIT HANGER 1""",CAD CD2-B,$1.32,782856120025
"NEER 1803 HW 1-HOLE STRAP - 1""",EGS 1803,$0.59,687855218035
2-1/2 2PCE PVCE COND. EXP. COUPLING   078334,COUP EXP PVCE 2-1/2 2-PC,$47.87,622454783348
COPPER THHN 12 STRANDED - RED    106100803460,THHN COP 12 STR RED,$0.23,50739373089323
1/2 IN 90DEG LFMC CONN,APP ST9050,$7.38,781381680103
"8"" 30GA ELBOW",SOU 90830,$5.75,099273525013
WH WP 1G DEC STD SIZE,LEV 80401-W,$0.34,078477086964
IV REC DUP INDENT 2PO3WI 5-20R 20A125V,LEV CR20-I,$1.44,078477815434
"22 - 12 AWG 4 WIRE PUSH IN CONNECTOR, CARTON OF 75",NSI PIWC-4-C,$20.78,662381159687
1 X 10 HEX HEAD DRILL SCREW 100/BOX,MET JQK30,$5.29,63972080322
4.5 Metal Fan Guard  (replacing w/ BIS G109-15AB),BIS G109-15A,$1.45,
NEER 1401 CLAMP-ON WIRE HOLDER,EGS 1401,$31.90,687855214013
F116 06 25 Double Ply Black Poly Flex Duct R-6.0,MUE 051313,$72.19,684048513137
"EB ANGLE PLUG 30A-125/250V, 50A125/250V",LEV 275-E,$29.89,078477644966
EB REC SGL 3PO 3WI FLUSH MNT 30A125/250V,LEV 5207-S10,$4.74,078477905753
SSU HANDY BOX COVER FUSED SWITCH,BRA 5844,$22.59,
40A 2-POLE TM BRKR,LEV LB240-T,$18.30,078477644706
3 X 2 SQ CRNR SW BOX,EGS 222,$4.73,687855760602
3 X 2 SQ CRNR SW BOX,EGS 384,$5.46,687855762156
COPPER #4 BARE STRANDED SOFT DRAWN   172101400225  (200),WIRE COP #4 BARE STR S/D,$1.44,739373738417
IDC Connector (Bin),3M 314U-BIN,$0.51,00054007092339
"NEER C-1250 ROMEX CONNECTOR - 1-1/4""",EGS C-1250,$3.69,687855112500
3/4 X 12 TEK SELF-DRILLING SCREW 100/BX JTEKD20,MET JTEKD20,$14.69,63972080361
EB TT-30R RECEP FOR RV USE,LEV 7313,$13.15,078477695296
"NEER SC-75 SQUEEZE CONNECTOR - 3/4""",EGS SC-75,$1.91,68785520075
WH DEC AC ROCK SW 4W 15A120/277VAC,LEV 5604-2W,$8.70,078477882672
1/2 RIGID STEEL COUP - Topaz 51,COUP STEEL RIG 1/2,$1.61,751338101302
1/2 IN EMT COMP CONN,EGS 7050S,$0.50,687855872992
"3"" 30GA ELBOW",SOU 90330,$3.56,099273524801
"3M(TM) VHB(TM) Tape 4929 Black, 1 in x 72 yd 25 mil, 9 per case",3M VHB4929100,$416.46,00021200674938
LC DOOR CVR 30SP,LEV LDC30,$50.15,078477821879
3 PVC CONDUIT MALE ADPT 078091,MIP PVCE 3,$3.19,622454780910
"NEER PB-800-D PVC BUSHING - 3""",EGS PB-800-D,$3.52,687855350285
FLUORESCENT LAMP T8 5000K CR183,EIKO F32T8/850K,$3.63,031293811745
"WH WP 1G SGL OUTLET 1,406 DIA",LEV 80704-W,$0.97,078477493403
"Cord Grip, alum, 3/4"" NPT, cable range .568 - .688, Form Size 3",REM RSR-211,$6.71,785411112114
"WINGED RED EASY TWIST, 18-8 AWG - BAG OF 500",NSI WWC-R-B,$0.07,662381141125
16(26/30)MTW GY 500'R ROHS,CAB 411020509,$0.13,029892252809
58 6X4 3PC REDUCER,SOU 5864,$11.75,099273521183
WH WP 2G TGL SW/DUP OUTLET W/CAP SCR,LEV 80705-W,$0.94,078477493540
1-1/4 IN LFMC CONN,APP ST125,$16.07,781381679558
14/2WG SOL METAL CLAD CABLE ALUM (250' COIL) BK/WE   790210721030,MC CABLE 14/2WG,$0.75,739373739988
"Cable Tie, 14"" (75 Lb) , Pack: 100/EA",GB 46-315,$8.81,032076463151
"Relay, SSR, Delay-On Timer",CON 15677.2,$58.02,
4 X 1-1/2 IN HANDY BOX DRAWN,EGS 4SSLS12,$3.72,687855753109
4 IN SQ CVR SGL 20A TWIST LOCK,EGS 8379,$2.07,687855775101
LA ST TR GFCI 15A125V,LEV GFTR1-T,$18.12,078477487167
GB 10-095 Green Winged Twist-On Grounding Wire Connector (100/BOX),GB 10-095,$13.98,032076100957
COPPER ROMAX 14/2WG (1000' REEL)    101210700050,ROMAX COP 14/2WG REEL,$0.47,739373001085
72996  2x4 30/40/50W POWER&CCT SELECTABLE FLAT PANEL (replaces 70553),TOP PL24-50WPCTS-D,$85.11,751338040304
4 IN SQ 5/8 IN RSD PLSTR RING,EGS 8468C,$1.20,687855776757
"GENERAL ELECTRIC Single Pole, 20A Breaker",GE THQL1120,$11.04,BREAKE00120
3/4 PVC 'FSC' 077608 W/BRASS INSERT & LUG,FSC PVCE 3/4,$12.99,622454782273
Mag Daddy 62417 Large Magnetic Cable Tie Mount - Black,MAG 62417,$2.84,853691003399
"3M™ Temflex™ Vinyl Electrical Tape 165, Blue, 3/4 in x 60 ft (19 mm x",3M 165 BLU,$2.12,00076308925697
COPPER THHN 12 SOLID - BLUE    105100804060,THHN COP 12 SOL BLU,$0.22,50739373079423
4X4X7/8 CORK/RUBBER PAD,BRA 6134,$1.36,
LA REC DUP TR 2POLE 3WI 15A125V,LEV T5320-T,$1.41,078477381731
PRECISION ST-15 PHOTOCONTROL,PRE ST-15,$14.92,PRECMU00030
COPPER ROMAX 10/3WG (1000' REEL)   101310900050,ROMAX COP 10/3WG REEL,$1.49,739373019080
"WH/IV/LA CTRL FAN ROT SP NOLITE 1,5A120V",LEV RTF01-10Z,$20.01,078477318416
"3"" X 3"" Plated L Bracket - A395-53-1",BRACKET 3X3,$0.68,
14 MTW GRN 500'R ROHS,CAB 411030505,$0.19,029892254704
CH260 60A CIRCUIT BREAKER,CH CH260,$35.39,782113101873
Intersystem Bonding Termination Bar,ERI IBTB,$33.81,782856625452
15A 120/277V 3W COMM SIDE WIRE TOGL WH,LEV CS315-2W,$2.95,078477815632
COPPER #6 BARE STRANDED SOFT DRAWN   172101200235  (315),WIRE COP #6 BARE STR S/D,$0.87,739373056139
"80 CFM, 2.0 Sones Fan",BRO A80,$75.71,026715236510
"2-1/2"" PVC SCH 80 CONDUIT 10' LENGTH  A53CE12  (930)",COND PVCE80 2-1/2,$9.59,608789093109
1 CARFLEX NON-METAL FLEX CONDUIT - 100' COIL,ELE NM13,$2.04,782673810321
Semi - Self - Contained Chiller Package - 2 Solenoid Large Plate,CHLLR2SLND-X,,
6/2-8/2 50A RANGE 6' BLACK (9046SW8808),CAB 090468808,$43.04,029892090463
"NEER RN-75 OFFSET NIPPLE - 3/4""",EGS RN-75,$6.18,687855290758
"24"" JT 4"" 30GA S/L PIPE",SOU SL24430,$6.33,099273531977
"S-CLIP 60"" RIGID W/1/2"" LEG 3760",SOU 3760,$13.39,99273569024
MILBANK SC JUNCTION BOX 6 X 6 X 4 - NO K/O,MIL 664-SC1-NK,$18.61,784572108035
(Buy Ratio) 2/0-14 ALUM LUG,NSI 2/0T,$1.37,662381001047
2/0 XHHW ALUMINUM WIRE   341101901450,XHHW-2 ALUM #2/0,$0.72,739373872166
EB PLUG LOCK 3P4W L14-30P 30A125/250V,LEV 2711,$17.22,078477808351
"1"" PVC SCH 80 CONDUIT A53BA12",COND PVCE80 1,$2.79,608789093048
SEE NOTES before ordering:  W/I/LA TIM DEC 5K 5/10/15/30M20A1800W1HP,LEV LTB30-1LZ,$37.75,078477459225
"1/2"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 1/2 SS,$23.16,671404105730
"2"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 2 SS,$129.33,671404105785
"1/4"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 1/4 SS,$21.37,671404105716
"3/8"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 3/8 SS,$21.37,671404105723
1/4 APOLLO MINI BALL VALVE,APO 94MBV03,$14.90,670750241314
"1"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 1 SS,$43.84,671404105754
NIBCO T580-CSR-25 1/2 2000# BALL VALVE,NIB T580-CSR-25 1/2,$36.29,039923674951
"3/4"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 3/4 SS,$31.44,671404105747
"1-1/2"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 1-1/2 SS,$90.35,671404105778
3 BUTTERFLY VALVE WAFER STYLE DI BODY SS w/ handle   5322147580,ABZ 396-30-815,$99.96,
1 APOLLO BALL VALVE,APO 70-105-01,$41.17,670750653315
4 BUTTERFLY VALVE WAFER STYLE DI BODY SS w/ handle    5322147800,ABZ 396-40-815,$137.59,
1 PVC BALL VALVE SXS QVC 1010 SSEW,BALL VALVE PVC-S WHT 1,$6.09,610377084574
2 PVC-EPDM TRUE UNION BALL VALVE,SPE 1829-020,$155.43,054211942925
1/2 APOLLO BALL VALVE,APO 70-103-01,$19.83,670750650840
1 PVC-EPDM TRUE UNION BALL VALVE,SPE 1829-010,$70.69,054211942895
NIBCO T580-CSR-25 3/4 2000# BALL VALVE,NIB T580-CSR-25 3/4,$50.58,039923674968
"Asco 1/2"" 8210G002 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G002,$151.35,
"1"" Apollo 316 Stainless Steel Ball Valve - SS Latch-Lock Lever",APO 7610527A,$135.33,670750164163
3/4 APOLLO BALL VALVE,APO 70-104-01,$32.71,670750652110
1-1/2 PVC-EPDM TRUE UNION BALL VALVE,SPE 1829-015,$117.78,054211942918
"3/4"" Apollo 316 Stainless Steel Ball Valve - Locking Lever Handle",APO 7610427A,$111.07,670750243813
"P200S-80 2"" PVC BALL VLV SOCKET 1PC SCH80",AMVA P200S-80 2,$11.49,611918016498
"1-1/2"" SINGLE UNION BALL VALVE CPVC",COL V17134B 1-1/2,$78.53,
"1/4""T X 1/4""T BALL VALVE - PPSV040808W",PPSV040808W,$4.75,665626076015
"1/2"" Apollo 316 Stainless Steel Ball Valve - Locking Lever Handle",APO 7610327A,$67.05,670750265020
3/4 400 STRATAFLO CHECK VALVE,STR 400 3/4,$34.93,
NIBCO T580-CSR-25 1 2000# BALL VALVE,NIB T580-CSR-25 1,$73.19,039923674975
1/2 400 STRATAFLO CHECK VALVE,STR 400 1/2,$30.96,
3/4 WATTS CAST IRON Y-STRAINER 0220073,WAT 77SI 3/4,$33.53,098268011708
4 BUTTERFLY VALVE LUG STYLE DI BODY SS DISC W/ HANDLE   5322145480,ABZ 397-40-815,$159.94,
"Asco 1"" 8210G004 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G004,$299.03,
3/4 PVC-EPDM TRUE UNION BALL VALVE,SPE 1829-007,$59.37,054211942888
DRAIN VALVE 1/2 IN & 1/4 OUT (EAD25 COND DRAIN & BPS-5025 BALL VALVE/STR),MIC EAD-25BPS,$87.02,
6 BUTTERFLY VALVE WAFER STYLE DI BODY SS  5322148240,ABZ 396-60-815,$214.03,
"P200-80 THREADED 3/4"" PVC BALL VALVE IPS 1PC SCH 80 NSF",AMVA P200-80 3/4,$2.83,611918016542
1 PVC GRAY BALL VALVE SXS QVC 1010SSEG,BALL VALVE SXS PVC GRAY 1,$6.09,610377084390
"P200-80 1/2"" PVC BALL VALVE IPS 1 PC SCH 80 NSF",AMVA P200-80 1/2,$1.96,611918016535
1 400 STRATAFLO CHECK VALVE,STR 400 1,$47.55,
"1-1/4"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 1-1/4 SS,$70.21,671404105761
2 400 STRATAFLO CHECK VALVE,STR 400 2,$100.21,
1-1/2 53036-SW 3PC FULL PORT,ANV 4351008040,$187.09,092201387868
1/2 PVC-EPDM TRUE UNION BALL VALVE,SPE 1829-005,$50.17,054211942871
1 77SI Wye Pattern Strainer  0220075,WAT 77SI 1,$47.72,098268011722
3 BUTTERFLY VALVE LUG STYLE DI BODY SS DISC w/ Handle   5322132940,ABZ 397-30-815,$109.37,
1 PVC BALL VALVE TXT QVC 1010 TSEW,BALL VALVE PVC-T WHT 1,$6.09,610377084789
1 A105 800# SW GATE VALVE,VOG SW12111 1,$95.24,
1/2 TSW12111 VOGT GATE VAL,VOG TSW12111 1/2,$66.84,
2 77SI Wye Pattern Strainer  (0220081),WAT 77SI 2,$121.72,098268011760
3/8 JOHN GUEST BALL VALVE -,PPSV041212W,$5.88,
1/2 PVC TU2K IND BALL VALVE SOC/FPT FKM,SPE 1839-005,$55.79,054211942932
T58570LL 3/4 W/LOCK HDL,NIB T58570LL 3/4,$51.19,039923679871
"1""T316 3PC F/P S/W B/V 1000 WOG-KI",MER KSWV310FP-16,$64.95,671404122089
"3/4"" PVC BALL VLV SOCKET 1PC SCH80",AMVA P200S-80 3/4,$2.83,611918016450
1 PVC GRAY BALL VALVE TXT QVC 1010TSEG,BALL VALVE PVC-T GRAY 1,$6.09,610377084482
3/4 300 STRATAFLO CHECK VALVE,STR 300 3/4,$27.88,
1-1/2 400 STRATAFLO CHECK VALVE,STR 400 1-1/2,$71.90,
"Asco 3/4"" 8210G095 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G095,$186.21,
2 APOLLO BALL VALVE,APO 70-108-01,$110.51,670750655968
"3"" TYPE 316 SS 2-PC BALL VALVE WITH LOCK HANDLE - FP",BALL VALVE 3 SS,$377.54,671404105808
"BV,3/4""NPT,FP,FORG BRS,LTCH",APO 77F10427,$29.08,670750998409
"Asco 3/4"" 8210G003 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G003,$234.82,
3 PVC TU2K IND BALL VALVE SOC EPDM,SPE 1822-030,$393.93,054211845578
1/8 APOLLO MINI BALL VALVE,APO 94MBV05,$14.90,670750672002
3/4 A105 800# SW GATE VALVE,VOG SW12111 3/4,$72.40,
NIBCO T580-CSR-66 1/4 2000# BALL VALVE,NIB T580-CSR-66 1/4,$52.35,039923675026
"3/4 37 CRANE CHECK VALVE Size: 3/4""",CRV 37 3/4,$95.96,
2 A105 800# SW GATE VALVE,VOG SW12111 2,$259.76,
REBUILD KIT 8262 AC,ASC 302014,$99.98,
1-1/2 APOLLO BALL VALVE,APO 70-107-01,$88.19,670750654992
"Asco 3/4"" 8210G009 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G009,$171.53,
1/2 R400 BOB FLOAT VALVE  R400-1/2,BOB R400 1/2,$36.40,
1 300 STRATAFLO CHECK VALVE,STR 300 1,$36.51,
1/2 77SI Wye Pattern Strainer  (0220071),WAT 77SI 1/2,$26.89,098268011685
NIBCO T580-CSR-25 2 1500# BALL VALVE,NIB T580-CSR-25 2,$213.14,039923675002
NIBCO T580-CSR-66 3/8 2000# REPLACES T580-CSR-25,NIB T580-CSR-66 3/8,$52.35,039923675033
3/4 R400 BOB FLOAT VALVE,BOB R400 3/4,$46.85,
"3 465-1/2 CRANE GATE VALVE Size: 3""",CRV 465-1/2 3,$758.75,
2 CPVC TU2K IND BALL VLV SOC/FPT FKM,SPE 1839-020C,$241.05,054211947913
1-1/2 PVC GRAY BALL VALVE SXS QVC1015SSEG,BALL VALVE PVC-S GRY 1-1/2,$10.30,610377084413
6 BUTTERFLY VALVE LUG STYLE DI BODY SS DISC w/ Handle   5322155460,ABZ 397-60-815,$234.02,
RED-WHITE 236B 2 BRONZE SWING CHECK VALVE,RW 236B 2,$122.84,670779713243
"BV,1/2""NPT,FP,FORG BRS,LTCH",APO 77F10327,$21.96,670750998393
"1 37 CRANE CHECK VALVE Size: 1""",CRV 37 1,$131.69,
1 PVC-80 BALL CHECK VALVE,SPE 2229-010,$147.14,054211502020
3/4 A105 800# SW GLOBE VALVE,VOG SW12141 3/4,$152.25,
"Asco 1/2"" 8210G094 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G094,$173.37,
"4 465-1/2 CRANE GATE VALVE Size: 4""",CRV 465-1/2 4,$1088.67,
1/2 A105 800# SW GATE VALVE,VOG SW12111 1/2,$69.27,
"BV,1/4""NPT,FP,FORG BRS,LTCH",APO 77F10127,$20.38,670750998379
1/2 N1514 NEEDLE VALVE CARBON STEEL,NEEDLE VALVE CS 1/2,$48.23,67550465
REBUILD KIT 8210 AC,ASC 302273,$129.34,
1-1/4 400 STRATAFLO CHECK VALVE,STR 400 1-1/4,$65.97,
3/8 APOLLO BALL VALVE,APO 70-102-01,$19.83,670750649394
3/4 PVC TU2K IND BALL VALVE SOC/FPT FKM,SPE 1839-007,$66.03,054211942949
1/2 50M76 FULL PORT STAINLESS,ANV 4351005880,$34.74,092201390943
