Supplemental Files,Number of Bolt Holes,Recommended Torque,Overall Length,Thread Size,KSCdirect Part #,url,On Hand,Method of Manufacture,Thickness,Fitting/Connector Type,Series,Details,Depth,Hub Diameter,Category,Average Ft,Length,Type,Pressure Class,Length Through Hub,Price,Outside Diameter,Tube Size,Color,Manufacturer,Supplier,Domestic/Import,Family,Inside Diameter,Hex Size,Wall Thickness,Nipple Type,Slot Size,Class,image,UPC,Finish,Thread Type,MFG Part #,Seal Material,Bolt Circle Diameter,Connection Type,Diameter - Thread Size,Pressure Rating,Specifications,Standard Pack,Pipe Size,TYPE,Width,Angle,Description,Slot Spacing,Form,Load Capacity,Suitable For Use With,Nominal Size,Dimensions,Run Size,Title,Size,Material,Flange Thickness,Rod Size,Temperature Rating,Working Pressure,Schedule Rating,Bolt Hole Size,End Style,Connection
,,,,,PIPE BLK TC 3/4,https://kscdirect.com/item/PIPE%2BBLK%2BTC%2B3%252F4/Approved%2BSupplier_3%252F4%2BBLK%2BSCH40%2BPIPE%2BT%2526C,5376,,,,,"3/4 BLK SCH40 PIPE T&C
View catalog page
Keywords: WHEATL PIPE BLK TC 3/4  WHEATLAND TUBE COMPANY LACLED00125          3/4 BLK SCH40 PIPE T&C
Category:
[0] => PIPE & TUBING => STEEL PIPE => SCH 40 BLACK PIPE - T & C
[1] => SUPPLIER DIRECTORY => WHEATLAND TUBE COMPANY => PIPE & TUBING => STEEL PIPE => SCH 40 BLACK PIPE - T & C
Kelly Legacy Part Number: 1041520",,,Piping & Fittings,,,,,,$2.98,,,,Approved Supplier,Approved Supplier,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=PIPE%20BLK%20TC%203%2F4&mdx=300,,,,34SBPTC,,,,,,,,,Pipe Nipple BLK 3/4,,,3/4 BLK SCH40 PIPE T&C,,,,,,,,3/4 BLK SCH40 PIPE T&C,,,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4151346,,,,,NIP BLK 1/2X3,https://kscdirect.com/item/NIP%2BBLK%2B1%252F2X3/ASC%2BEngineered%2BSolutions_1%252F2%2BX%2B3%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,494,,,,,"Description
Anvil® Pipe Nipple, 1/2 in Nominal, 3 in Length, SCH 40/STD, Steel, Black, Domestic",,,Piping & Fittings,,3 in,,,,$2.43,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%201%2F2X3&mdx=300,64444400110,Black,,12X3SBN,,,,,,,,,,,,1/2 X 3 SCH40 BLK PIPE NIPPLE,,,,,1/2 in,,,1/2 X 3 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4138955,,,,,BUSH BLK 3X2,https://kscdirect.com/item/BUSH%2BBLK%2B3X2/ASC%2BEngineered%2BSolutions_3%2BX%2B2%2BBLK%2BCI%2B125%2523%2BHEX%2BBUSHING,178,,,Bushing,FIG 383,"Description
Anvil® Pipe Bushing, Hex Head, Series: FIG 383, Bushing Fitting/Connector, 3 x 2 in Nominal, MNPT x FNPT End Style, 150 lb Pressure Class, Cast Iron, Black, Domestic/Import: Domestic
Features:
Anvil standard and extra heavy cast iron threaded fittings are manufactured in accordance with ASME-B16.4 (except plugs and bushings, ASME B16.14).
Standards/Approval:
ASME B16.3
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,,Hex Head,150 lb,,$17.90,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20BLK%203X2&mdx=300,69029103601,Black,,0318908282,,,,,,,,,,,,3 X 2 BLK CI 125# HEX BUSHING,,,,,3 x 2 in,,,3 X 2 BLK CI 125# HEX BUSHING,,Cast Iron,,,,,,,MNPT x FNPT,
,,,,,GEN 33915,https://kscdirect.com/item/GEN%2B33915/Approved%2BSupplier_11%252F2%2B90%2BFIP%2BELBOW%2B%2528SXFIP%2529,850,,,,,,,,Piping & Fittings,,,,,,$2.43,,,,Approved Supplier,Approved Supplier,,,,,,,,,,,,,33915,,,,,,,,,,,,11/2 90 FIP ELBOW (SXFIP),,,,,,,,11/2 90 FIP ELBOW (SXFIP),,,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7089283,,,,,MUE W 01634,https://kscdirect.com/item/MUE%2BW%2B01634/Mueller%2BStreamline_3%252F4%2BC%2BX%2BC%2BSR%2B90%2BELL.,3000,,,90 deg Elbow,,"Description
Streamline® Elbow, Short Radius, Fitting/Connector Type: 90 deg Elbow, 3/4 in Nominal, C x C, 700 psi, Copper, 7/8 in OD, Domestic
Features:
Constructed of wrot copper or bronze materials
Applications:
Above-Ground Potable Water Supply Systems
Standards/Approval:
ASME B16.15/B16.18/B16.22/B16.24/B16.50/B1.20.1
NSF 61-G",,,Piping & Fittings,,,Short Radius,,,$2.70,,,,Mueller Streamline,Mueller Streamline,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=MUE%20W%2001634&mdx=300,685768232308,,,W 01634,,,,,700 psi,,,,,,,3/4 C X C SR 90 ELL.,,,,,3/4 in,7/8 in OD,,3/4 C X C SR 90 ELL.,,Copper,,,,,,,C x C,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5493012,,,,,SPE 429-015,https://kscdirect.com/item/SPE%2B429-015/Spears_1-1%252F2%2BPVC-40%2BCOUP%2BS%2BX%2BS,636,Molded,,Coupling,,"Description
Spears® 429-015, Standard, Coupling Fitting/Connector, 1-1/2 in Nominal, Socket End Style, 2-5/8 in Length, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, 140 deg F, 2-7/32 in Dia Dimensions, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D1785
ASTM D2466
NSF Approved",,,Piping & Fittings,,2-5/8 in,Standard,,,$1.23,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20429-015&mdx=300,054211137628,,,429-015,,,,,,,,,,,,1-1/2 PVC-40 COUP S X S,,,,,1-1/2 in,2-7/32 in Dia,,1-1/2 PVC-40 COUP S X S,,PVC,,,140 deg F,,SCH 40/STD,,Socket,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4735950,,,,,PIPE PVC40 4,https://kscdirect.com/item/PIPE%2BPVC40%2B4/CRESLINE%2BPLASTIC%2BPIPE%2BCOMPANY_4%2BPVC%2BSCH%2B40%2BPLASTIC%2BPIPE%2B47675%2BBelled%2BEnd,5150,,,,,"Description
CRESLINE® Pressure Pipe, 4 in Nominal, Belled, 4.026 in Inside Dia, 4-1/2 in Outside Dia, 20 ft Length, 0.237 in Wall Thickness, SCH 40/STD, 220 psi Working, PVC, ASTM D1785, NSF Approved
Features:
4 in expansion or contraction per 1000 ft per 10 deg F temperature change
1.41 specific gravity
7000 psi tensile strength
115 R-scale hardness
450 V/mil dielectric strength
220 psi at 73.4 deg F
4 in D socket
Pressure rating is the estimated maximum pressure that water as the medium in the pipe can exert continuously with a high degree of certainty that failure of the pipe will not occur
Applications:
Submersible Pumps, Jet Pumps, Water Service Lines, Farm and Ranch Water Systems, Construction and Excavations, Industrial Application, Irrigation, Swimming Pools, Sprinkler Systems, Well Pipe and Casing, Municipal Water Systems
Standards/Approval:
ASTM D1785
NSF Approved",,,Piping & Fittings,,20 ft,,,,$3.53,4-1/2 in,,,CRESLINE PLASTIC PIPE COMPANY,CRESLINE PLASTIC PIPE COMPANY,,,4.026 in,,0.237 in,,,,,098248476756,,,47675,,,,,,"ASTM D1785, NSF Approved",,,,,,4 PVC SCH 40 PLASTIC PIPE 47675 Belled End,,,,,4 in,,,4 PVC SCH 40 PLASTIC PIPE 47675 Belled End,,PVC,,,,220 psi,SCH 40/STD,,Belled,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5767468,,,,,TEE 304 1,https://kscdirect.com/item/TEE%2B304%2B1/Merit%2BBrass%2BCompany_1%2B150%2523%2BTYPE%2B304%2BSS%2BTEE,238,,,Tee,,"Description
Merit Brass Pipe Tee, Banded, Fitting/Connector Type: Tee, 1 in Nominal, FNPT, 150 lb, 304/304L Stainless Steel, 100 deg F, 1.69 in OD, Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,,Banded,150 lb,,$8.38,,,,Merit Brass Company,Merit Brass Company,Import,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=TEE%20304%201&mdx=300,671404094560,,,K406-16,,,,,,,,,,,,1 150# TYPE 304 SS TEE,,,,,1 in,1.69 in OD,,1 150# TYPE 304 SS TEE,,304/304L Stainless Steel,,,100 deg F,,,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4736117,,,,,PIPE PVC80 GRAY 1,https://kscdirect.com/item/PIPE%2BPVC80%2BGRAY%2B1/CRESLINE%2BPLASTIC%2BPIPE%2BCOMPANY_1%2BPVC%2BSCH%2B80%2BPLASTIC%2BPIPE%2B-%2BGRAY%2B43045%2B%2B%2BPlain%2BEnd,3990,,,,,"Description
CRESLINE® Pressure Pipe, 1 in Nominal, Plain, 0.957 in Inside Dia, 1.315 in Outside Dia, 20 ft Length, 0.179 in Wall Thickness, SCH 80/XH, 630 psi Working, PVC, ASTM D1785, NSF Approved
Features:
4 in expansion or contraction per 1000 ft per 10 deg F temperature change
1.41 specific gravity
7000 psi tensile strength
115 R-scale hardness
450 V/mil dielectric strength
630 psi at 73.4 deg F
Pressure rating is the estimated maximum pressure that water as the medium in the pipe can exert continuously with a high degree of certainty that failure of the pipe will not occur
Applications:
Submersible Pumps, Jet Pumps, Water Service Lines, Farm and Ranch Water Systems, Construction and Excavations, Industrial Application, Irrigation, Swimming Pools, Sprinkler Systems, Well Pipe and Casing, Municipal Water Systems
Standards/Approval:
ASTM D1785
NSF Approved",,,Piping & Fittings,,20 ft,,,,$1.22,1.315 in,,,CRESLINE PLASTIC PIPE COMPANY,CRESLINE PLASTIC PIPE COMPANY,,,0.957 in,,0.179 in,,,,,098248430451,,,43045,,,,,,"ASTM D1785, NSF Approved",,,,,,1 PVC SCH 80 PLASTIC PIPE - GRAY 43045   Plain End,,,,,1 in,,,1 PVC SCH 80 PLASTIC PIPE - GRAY 43045   Plain End,,PVC,,,,630 psi,SCH 80/XH,,Plain,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5767968,,,,,TEE 304 1/2,https://kscdirect.com/item/TEE%2B304%2B1%252F2/Merit%2BBrass%2BCompany_1%252F2%2B150%2523%2BTYPE%2B304%2BSS%2BTEE,547,,,Tee,,"Description
Merit Brass Pipe Tee, Banded, Fitting/Connector Type: Tee, 1/2 in Nominal, FNPT, 150 lb, 304/304L Stainless Steel, 100 deg F, 1.18 in OD, Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,,Banded,150 lb,,$4.16,,,,Merit Brass Company,Merit Brass Company,Import,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=TEE%20304%201%2F2&mdx=300,671404094546,,,K406-08,,,,,,,,,,,,1/2 150# TYPE 304 SS TEE,,,,,1/2 in,1.18 in OD,,1/2 150# TYPE 304 SS TEE,,304/304L Stainless Steel,,,100 deg F,,,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5766926,,,,,BUSH 304 3/8X1/4,https://kscdirect.com/item/BUSH%2B304%2B3%252F8X1%252F4/Merit%2BBrass%2BCompany_3%252F8%2BX%2B1%252F4%2B150%2523%2BTYPE%2B304%2BSS%2BBUSHING,385,,,Bushing,,"Description
Merit Brass Pipe Bushing, Hex Head, Bushing Fitting/Connector, 3/8 x 1/4 in Nominal, MNPT x FNPT End Style, 0.71 in Hex, 0.65 in Length, 150 lb Pressure Class, 304/304L Stainless Steel, 100 deg F, Domestic/Import: Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,0.65 in,Hex Head,150 lb,,$1.71,,,,Merit Brass Company,Merit Brass Company,Import,,,0.71 in,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20304%203%2F8X1%2F4&mdx=300,671404095444,,,K414-0604,,,,,,,,,,,,3/8 X 1/4 150# TYPE 304 SS BUSHING,,,,,3/8 x 1/4 in,,,3/8 X 1/4 150# TYPE 304 SS BUSHING,,304/304L Stainless Steel,,,100 deg F,,,,MNPT x FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5766970,,,,,90 304 2,https://kscdirect.com/item/90%2B304%2B2/Merit%2BBrass%2BCompany_2%2B150%2523%2BTYPE%2B304%2BSS%2B90%2BELL,309,,,90 deg Elbow,,"Description
Merit Brass Pipe Elbow, Banded, Fitting/Connector Type: 90 deg Elbow, 2 in Nominal, FNPT, 150 lb, 304/304L Stainless Steel, 100 deg F, 2.81 in OD, Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,,Banded,150 lb,,$18.11,,,,Merit Brass Company,Merit Brass Company,Import,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90%20304%202&mdx=300,671404094232,,,K401-32,,,,,,,,,,,,2 150# TYPE 304 SS 90 ELL,,,,,2 in,2.81 in OD,,2 150# TYPE 304 SS 90 ELL,,304/304L Stainless Steel,,,100 deg F,,,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4119068,,,,,NIP BLK 3/4X6,https://kscdirect.com/item/NIP%2BBLK%2B3%252F4X6/ASC%2BEngineered%2BSolutions_3%252F4%2BX%2B6%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,423,,,,,"Description
Anvil® Pipe Nipple, 3/4 in Nominal, 6 in Length, SCH 40/STD, Steel, Black, Domestic
Features:
ASTM A-53 Welded Steel Pipe Material",,,Piping & Fittings,,6 in,,,,$5.05,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%203%2F4X6&mdx=300,64444400151,Black,,34X6SBN,,,,,,,,,,,,3/4 X 6 SCH40 BLK PIPE NIPPLE,,,,,3/4 in,,,3/4 X 6 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5531523,,,,,SPE 801-020,https://kscdirect.com/item/SPE%2B801-020/Spears_2%2BPVC%2BSCH%2B80%2BTEE%2BS%2BX%2BS%2BX%2BS,216,Molded,,Tee,,"Description
Spears® Tee, Standard, Fitting/Connector Type: Tee, 2 in Nominal, Socket, 5-7/8 in Length, SCH 80/XH, Molded, PVC, Gray, Domestic",,,Piping & Fittings,,5-7/8 in,Standard,,,$24.20,,,Gray,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20801-020&mdx=300,054211193273,,,801-020,,,,,,,,,,,,2 PVC SCH 80 TEE S X S X S,,,,,2 in,,,2 PVC SCH 80 TEE S X S X S,,PVC,,,,,SCH 80/XH,,Socket,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5486721,,,,,SPE 436-020,https://kscdirect.com/item/SPE%2B436-020/Spears_2%2BPVC-40%2BMALE%2BADAPTER,297,Molded,,Adapter,,"Description
Spears® 436-020, Standard, Adapter Fitting/Connector, 2 in Nominal, Socket x MNPT End Style, 2-5/8 in Length, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, 2-3/4 in H Dimensions, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D2466
NSF Approved",,,Piping & Fittings,,2-5/8 in,Standard,,,$2.02,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20436-020&mdx=300,054211162736,,,436-020,,,,,,,,,,,,2 PVC-40 MALE ADAPTER,,,,,2 in,2-3/4 in H,,2 PVC-40 MALE ADAPTER,,PVC,,,,,SCH 40/STD,,Socket x MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5414977,,,,,SPE 406-010,https://kscdirect.com/item/SPE%2B406-010/Spears_1%2BPVC-40%2B90%2BELL%2BS%2BX%2BS,774,Molded,,90 deg Elbow,,"Description
Spears® 406-010, Standard, 90 deg Elbow Fitting/Connector, 1 in Nominal, Socket End Style, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, 140 deg F, 1-5/8 in Dia Dimensions, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D2466
NSF Approved",,,Piping & Fittings,,,Standard,,,$1.06,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20406-010&mdx=300,054211140680,,,406-010,,,,,,,,,,,,1 PVC-40 90 ELL S X S,,,,,1 in,1-5/8 in Dia,,1 PVC-40 90 ELL S X S,,PVC,,,140 deg F,,SCH 40/STD,,Socket,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5418999,,,,,45 PVCD 1-1/2,https://kscdirect.com/item/45%2BPVCD%2B1-1%252F2/Spears_1-1%252F2%2BPVC-DWV%2B45%2BELL%2BP321-015,260,Molded,,45 deg Elbow,P321,"Description
Spears® P321-015, P321, 45 deg Elbow Fitting/Connector, 1-1/2 in Nominal, Hub End Style, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF 14",,,Piping & Fittings,,,,,,$2.62,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=45%20PVCD%201-1%2F2&mdx=300,054211171158,,,P321-015,,,,,,,,,,,,1-1/2 PVC-DWV 45 ELL P321-015,,,,,1-1/2 in,,,1-1/2 PVC-DWV 45 ELL P321-015,,PVC,,,,,,,Hub,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4175325,,,,,RED BLK 1X3/4,https://kscdirect.com/item/RED%2BBLK%2B1X3%252F4/ASC%2BEngineered%2BSolutions_1%2BX%2B3%252F4%2BBLK%2BMI%2B150%2523%2BREDUCER,356,,,Reducing Coupling,FIG 1125,"Description
Anvil® Pipe Reducer, Auxiliary Air Regulator, Series: FIG 1125, Reducing Coupling Fitting/Connector, 1 x 3/4 in Nominal, FNPT End Style, 1-11/16 in Length, SCH 80/XH Schedule, 150 lb Pressure Class, 300 psi Pressure, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
Malleable iron pipe fittings hold two different pipe parts together and direct  gas and liquid movement.
Standards/Approval:
ASME B16.3
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,1-11/16 in,Auxiliary Air Regulator,150 lb,,$7.83,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=RED%20BLK%201X3%2F4&mdx=300,69029134843,Black Oxide,,0310086806,,,,,300 psi,,,,,,,1 X 3/4 BLK MI 150# REDUCER,,,,,1 x 3/4 in,,,1 X 3/4 BLK MI 150# REDUCER,,Malleable Iron,,,-20 to 150 deg F,,SCH 80/XH,,FNPT,
,,,,,BUSH BLK 2X1,https://kscdirect.com/item/BUSH%2BBLK%2B2X1/ASC%2BEngineered%2BSolutions_2%2BX%2B1%2BBLK%2BCI%2B125%2523%2BHEX%2BBUSHING,155,,,Bushing,,"Description
Anvil® Pipe Bushing, Fitting/Connector Type: Bushing, 2 x 1 in Nominal, Cast Iron, Black Oxide, Domestic
Features:
Anvil standard and extra heavy cast iron threaded fittings are manufactured in accordance with ASME-B16.4 (except plugs and bushings, ASME B16.14).",,,Piping & Fittings,,,,,,$9.64,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20BLK%202X1&mdx=300,69029134754,Black Oxide,,0318907763,,,,,,,,,,,,2 X 1 BLK CI 125# HEX BUSHING,,,,,2 x 1 in,,,2 X 1 BLK CI 125# HEX BUSHING,,Cast Iron,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4139101,,,,,UNION BLK 1-1/2,https://kscdirect.com/item/UNION%2BBLK%2B1-1%252F2/ASC%2BEngineered%2BSolutions_1-1%252F2%2BBLK%2BMI%2B150%2523%2BGJ%2BUNION%2BG463-LF,303,,,Union,FIG 463,"Description
Anvil® Pipe Union, Lead Free Ground Joint, Series: FIG 463, Fitting/Connector Type: Union, 1-1/2 in Nominal, FNPT, 2-3/4 in Length, 150 lb, 300 psi, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
ASC offers the broadest line of malleable iron fitting sizes in both black and galvanized finishes.
Standards/Approval:
ASME B16.3/B16.39
ASTM A197
cULus Listed
FM Approved",,,Piping & Fittings,,2-3/4 in,Ground Joint,150 lb,,$34.65,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=UNION%20BLK%201-1%2F2&mdx=300,69029182534,Black Oxide,,0312822166,,,,,300 psi,,,,,,,1-1/2 BLK MI 150# GJ UNION G463-LF,,,,,1-1/2 in,,,1-1/2 BLK MI 150# GJ UNION G463-LF,,Malleable Iron,,,-20 to 150 deg F,,,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4146655,,,,,NIP BLK 1X3,https://kscdirect.com/item/NIP%2BBLK%2B1X3/ASC%2BEngineered%2BSolutions_1%2BX%2B3%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,570,,,,,"Description
Anvil® Pipe Nipple, 1 in Nominal, 3 in Length, SCH 40/STD Schedule, Steel, Black, Domestic",,,Piping & Fittings,,3 in,,,,$3.95,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%201X3&mdx=300,64444400179,Black,,1X3SBN,,,,,,,,,,,,1 X 3 SCH40 BLK PIPE NIPPLE,,,,,1 in,,,1 X 3 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5529171,,,,,COUP PVCD 3,https://kscdirect.com/item/COUP%2BPVCD%2B3/Spears_3%2BPVC-DWV%2BCOUP%2BP100-030,200,Molded,,Coupling,P100,"Description
Spears® P100-030, P100, Coupling Fitting/Connector, 3 in Nominal, Hub End Style, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF Approved",,,Piping & Fittings,,,,,,$6.26,,,White,Spears,Spears,Domestic,,,,,,,,,054211170571,,,P100-030,,,,,,,,,,,,3 PVC-DWV COUP P100-030,,,,,3 in,,,3 PVC-DWV COUP P100-030,,PVC,,,,,,,Hub,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4189217,,,,,NIP BLK 2X3,https://kscdirect.com/item/NIP%2BBLK%2B2X3/ASC%2BEngineered%2BSolutions_2%2BX%2B3%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,247,Welded,,,FIG 339,"Description
Beck® Pipe Nipple, Standard, Series: FIG 339, 2 in Nominal Size, MNPT, 3 in Length, SCH 40/STD, Welded, Steel, Black, 2-3/8 in OD
Standards/Approval:
ASME B1.20.1",,,Piping & Fittings,,3 in,Standard,,,$8.42,,,,ASC Engineered Solutions,ASC Engineered Solutions,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%202X3&mdx=300,64444400280,Black,,2X3SBN,,,,,,,,,,,,2 X 3 SCH40 BLK PIPE NIPPLE,,,,,2 in,2-3/8 in OD,,2 X 3 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7095107,,,,,MUE W 01654,https://kscdirect.com/item/MUE%2BW%2B01654/Mueller%2BStreamline_3%252F4%2BFTG%2BX%2BC%2BSR%2B90%2BELL,2575,,,90 deg Elbow,,"Description
Streamline® Elbow, Short Radius, Fitting/Connector Type: 90 deg Elbow, 3/4 in Nominal, Fitting x C, 700 psi, Copper, Domestic
Features:
Constructed of wrot copper or bronze materials
Applications:
Above-Ground Potable Water Supply Systems
Standards/Approval:
ASME B16.15/B16.18/B16.22/B16.24/B16.50/B1.20.1
NSF 61-G",,,Piping & Fittings,,,Short Radius,,,$3.89,,,,Mueller Streamline,Mueller Streamline,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=MUE%20W%2001654&mdx=300,685768232322,,,W 01654,,,,,700 psi,,,,,,,3/4 FTG X C SR 90 ELL,,,,,3/4 in,,,3/4 FTG X C SR 90 ELL,,Copper,,,,,,,Fitting x C,
,,,,,NIP 304 3/8XCL,https://kscdirect.com/item/NIP%2B304%2B3%252F8XCL/Merit%2BBrass%2BCompany_3%252F8%2BX%2BCL%2BSCH40%2BTYPE%2B304%2BSS%2BNIPPLE,418,Welded,,,,"Description
Merit Brass Pipe Nipple, 3/8 in Nominal, MNPT, Close Length, SCH 40/STD, Welded, 304L Stainless Steel, Domestic
Standards/Approval:
ANSI B1.20.1
ASTM A312/SA312/A733",,,Piping & Fittings,,Close,,,,$1.17,,,,Merit Brass Company,Merit Brass Company,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20304%203%2F8XCL&mdx=300,671404026523,,,4006-001,,,,,,,,,,,,3/8 X CL SCH40 TYPE 304 SS NIPPLE,,,,,3/8 in,,,3/8 X CL SCH40 TYPE 304 SS NIPPLE,,304L Stainless Steel,,,,,SCH 40/STD,,MNPT,
